"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"2/10/2015","Transfer to Chase freedom CC","CHASE            AUTOPAYPPD ID: 4760039224","12.00","debit","Credit card","Chase Checking","",""
"2/09/2015","Bath & Body Works","BATH & BODY WORKS 2016","26.10","debit","Unplanned","Chase Amazon Rewards CC","",""
"2/09/2015","Solano","CHECK 202","2045.00","debit","Mortgage & Rent","Chase Checking","",""
"2/08/2015","Shanghai Dumpling","SHANGHAI DUMPLING","22.16","debit","Restaurants","Chase Amazon Rewards CC","",""
"2/08/2015","Comcast","COMCAST CALIFORNIA","34.99","debit","Internet","Chase Amazon Rewards CC","",""
"2/08/2015","Ranch","99 RANCH #1772","8.25","debit","Groceries","Chase Amazon Rewards CC","",""
"2/08/2015","Interest Charge","PURCHASE INTEREST CHARGE","0.49","debit","Unplanned","Chase Southwest CC","",""
"2/06/2015","Com Tam Thanh","COM TAM THANH","21.00","debit","Restaurants","Chase Amazon Rewards CC","",""
"2/06/2015","Amazon","Amazon.com","8.31","debit","Unplanned","Chase Amazon Rewards CC","",""
"2/06/2015","Acorns Investmen Web","Acorns Investmen WEB PMTS   T70KR2          WEB ID: 9000142693","101.80","debit","Investment","Chase Checking","",""
"2/05/2015","Transfer from Chase Checking","AUTOMATIC PAYMENT - THANK","25.00","credit","Credit Card Payment","Chase Southwest CC","",""
"2/05/2015","Sketch3","PAYPAL           INST XFER  FASTSPRING      WEB ID: PAYPALSI77","7.19","debit","Unplanned","Chase Checking","",""
"2/05/2015","Acorns Investmen Web","Acorns Investmen WEB PMTS   6Y4FR2          WEB ID: 9000142693","5.53","debit","Investment","Chase Checking","",""
"2/05/2015","Transfer to Chase Southwest CC","CHASE            AUTOPAYPPD ID: 4760039224","25.00","debit","Credit card","Chase Checking","",""
"2/04/2015","Ocha Tea Cafe","OCHA TEA CAFE & RESTAURAN","7.95","debit","Coffee Shops","Chase Amazon Rewards CC","",""
"2/04/2015","Venmo Cashout Ccd","VENMO            CASHOUT    45123094        CCD ID: 1264681992","900.00","credit","Mortgage & Rent","Chase Checking","",""
"2/03/2015","Transfer from Chase Checking","AUTOMATIC PAYMENT - THANK","25.00","credit","Credit Card Payment","Chase Slate","",""
"2/03/2015","Transfer to Chase Slate","CHASE            AUTOPAYPPD ID: 4760039224","25.00","debit","Credit card","Chase Checking","",""
"2/03/2015","Dim sum with Susan + Dennis","Dim sum with Susan + Dennis","24.00","debit","Restaurants","Cash","",""
"2/03/2015","Pho Avenue with Phil","Pho Avenue with Phil","20.00","credit","Restaurants","Cash","",""
"2/02/2015","Betterment Transfer A","BETTERMENT       TRANSFER   A2119122        WEB ID: 1743132639","50.00","debit","Investment","Chase Checking","",""
"2/02/2015","Betterment Transfer A","BETTERMENT       TRANSFER   A2119096        WEB ID: 1743132639","28.00","debit","Investment","Chase Checking","",""
"2/02/2015","Acorns Investmen Web","Acorns Investmen WEB PMTS   GSPSQ2          WEB ID: 9000142693","120.00","debit","Investment","Chase Checking","",""
"2/02/2015","Conservice","CONSERVICE       AEFT0201BPPD ID: 2870660875","63.86","debit","Water/Sewer/Garbage","Chase Checking","",""
"2/02/2015","Pho Avenue","PHO AVENUE","42.00","debit","Restaurants","Chase Amazon Rewards CC","",""
"2/02/2015","Boba with Susan + Dennis","T4 CAFE","4.00","debit","Coffee Shops","Chase Amazon Rewards CC","",""
"2/01/2015","Shell","SHELL OIL 57444213706","33.07","debit","Gas & Fuel","Chase Amazon Rewards CC","",""
"2/01/2015","Feb skiing tickets","SQUAW VALLEY ONLINE","163.00","debit","Unplanned","Chase Amazon Rewards CC","Unplanned",""
"1/31/2015","Ranch","99 RANCH #1772","14.85","debit","Groceries","Chase Amazon Rewards CC","",""
"1/30/2015","Stamps.com","STAMPS.COM","31.98","credit","Shipping","Chase Amazon Rewards CC","",""
"1/30/2015","Linkedin Corpora Direct","LINKEDIN CORPORA DIRECT DEPPPD ID: 9111111102","2036.59","credit","Paycheck","Chase Checking","",""
"1/29/2015","Acorns Investmen Web","Acorns Investmen WEB PMTS   8PFMQ2          WEB ID: 9000142693","5.90","debit","Investment","Chase Checking","",""
"1/29/2015","Pizza Mou","THE PIZZA STUDIO - MOU","8.69","debit","Restaurants","Chase Amazon Rewards CC","",""
"1/27/2015","Geico","GEICO  *AUTO","108.06","debit","Auto Insurance","Chase Amazon Rewards CC","",""
"1/27/2015","In-N-Out Burger","IN-N-OUT BURGER #152","10.39","debit","Fast Food","Chase Amazon Rewards CC","",""
"1/27/2015","Pgande Web Online","PGANDE           WEB ONLINE 26376749010615  WEB ID: 5940742640","26.34","debit","Utilities","Chase Checking","",""
"1/26/2015","Huong Lan Sandwiches","HUONG LAN SANDWICHES 4 &","10.60","debit","Fast Food","Chase Amazon Rewards CC","",""
"1/26/2015","Stamps.com","STAMPS.COM","15.99","debit","Shipping","Chase Amazon Rewards CC","",""
"1/26/2015","Acorns Investmen Web","Acorns Investmen WEB PMTS   9FZBQ2          WEB ID: 9000142693","121.10","debit","Investment","Chase Checking","",""
"1/26/2015","Betterment Transfer A","BETTERMENT       TRANSFER   A2091069        WEB ID: 1743132639","28.00","debit","Investment","Chase Checking","",""
"1/25/2015","Pho Avenue","PHO AVENUE","22.00","debit","Restaurants","Chase Amazon Rewards CC","",""
"1/23/2015","Linkedin Corpora Id","LINKEDIN CORPORA 100847787  100847787           ID: 1470912023","320.00","credit","Reimbursement","Chase Checking","",""
"1/23/2015","Acorns Investmen Web","Acorns Investmen WEB PMTS   G0X7Q2          WEB ID: 9000142693","6.18","debit","Investment","Chase Checking","",""
"1/22/2015","Walgreens","WALGREENS 121 E EL C MOUNTAIN VIEW CA853026  01/21","21.72","debit","Pharmacy","Chase Checking","",""
"1/21/2015","Shell","SHELL OIL 57444213706","40.05","debit","Gas & Fuel","Chase Amazon Rewards CC","",""
"1/21/2015","Chick-Fil-A","CHICK-FIL-A #02772","18.85","debit","Fast Food","Chase Amazon Rewards CC","",""
"1/21/2015","Acorns Investmen Web","Acorns Investmen WEB PMTS   7QP2Q2          WEB ID: 9000142693","34.74","debit","Investment","Chase Checking","",""
"1/20/2015","Sl Oyster Bar","SL OYSTER BAR","44.00","debit","Alcohol & Bars","Chase Amazon Rewards CC","",""
"1/20/2015","Transfer from Chase Checking","Payment Thank You - Web","1022.79","credit","Credit Card Payment","Chase Amazon Rewards CC","",""
"1/20/2015","Cooking Papa","COOKING PAPA","29.00","debit","Restaurants","Chase Amazon Rewards CC","",""
"1/20/2015","Transfer to Chase Amazon Rewards CC","Payment to Chase card ending in6781","1022.79","debit","Credit card","Chase Checking","",""
"1/20/2015","Pay Bruno","VENMO            PAYMENT    42486675        CCD ID: 2264681992","97.00","debit","Unplanned","Chase Checking","",""
"1/20/2015","Synchrony Bank Paymentppd","SYNCHRONY BANK   PAYMENTPPD ID: 1061537262","229.84","debit","Credit card","Chase Checking","",""
"1/20/2015","Betterment Transfer A","BETTERMENT       TRANSFER   A2063149        WEB ID: 1743132639","138.47","debit","Investment","Chase Checking","",""
"1/19/2015","Shell","SHELL OIL 64611220145","27.44","debit","Gas & Fuel","Chase Amazon Rewards CC","",""
"1/19/2015","Fireside Pizza","FIRESIDE PIZZA CO","74.31","debit","Restaurants","Chase Amazon Rewards CC","",""
"1/19/2015","Squeeze In La","SQUEEZE IN LA BRISAS","36.19","debit","Restaurants","Chase Amazon Rewards CC","",""
"1/19/2015","Tiffany swimsuit","TARGET        00013631","38.78","debit","Unplanned","Chase Amazon Rewards CC","",""
"1/18/2015","Jan skiing tickets","SQUAW VALLEY ONLINE","350.00","debit","Unplanned","Chase Amazon Rewards CC","Unplanned",""
"1/18/2015","Starbucks","STARBUCKS #06936 COLFAX","7.90","debit","Coffee Shops","Chase Amazon Rewards CC","",""
"1/18/2015","Shell","SHELL OIL 57444213706","30.44","debit","Gas & Fuel","Chase Amazon Rewards CC","",""
"1/18/2015","Pho Avenue","PHO AVENUE","22.00","debit","Restaurants","Chase Amazon Rewards CC","",""
"1/18/2015","Nijiya Market","NIJIYA MARKET #61","7.27","debit","Groceries","Chase Amazon Rewards CC","",""
"1/16/2015","Safeway","SAFEWAY  STORE00011965","10.69","debit","Groceries","Chase Amazon Rewards CC","",""
"1/16/2015","Linkedin Corpora Direct","LINKEDIN CORPORA DIRECT DEPPPD ID: 9111111102","1712.76","credit","Paycheck","Chase Checking","",""
"1/15/2015","Acorns Investmen Web","Acorns Investmen WEB PMTS   G7NRP2          WEB ID: 9000142693","6.91","debit","Investment","Chase Checking","",""
"1/14/2015","Ranch","99 RANCH #1772","60.88","debit","Groceries","Chase Amazon Rewards CC","",""
"1/14/2015","Interest Charge","PURCHASE INTEREST CHARGE","25.08","debit","Finance Charge","Chase Amazon Rewards CC","",""
"1/14/2015","Acorns Investmen Web","Acorns Investmen WEB PMTS   2ZSNP2          WEB ID: 9000142693","34.21","debit","Investment","Chase Checking","",""
"1/14/2015","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"1/14/2015","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"1/14/2015","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"1/14/2015","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"1/13/2015","Acorns Investmen Web","Acorns Investmen WEB PMTS   S4KLP2          WEB ID: 9000142693","5.00","debit","Investment","Chase Checking","",""
"1/13/2015","Ranch","99 RANCH #1772","36.85","debit","Groceries","Chase Amazon Rewards CC","",""
"1/13/2015","Columbia Sportswear","COLUMBIA SPORTSWEAR 442","121.66","debit","Unplanned","Chase Amazon Rewards CC","Unplanned",""
"1/13/2015","Ramen Misoya","RAMEN MISOYA","33.00","debit","Restaurants","Chase Amazon Rewards CC","",""
"1/13/2015","Amazon","AMAZON MKTPLACE PMTS","6.72","debit","Unplanned","Chase Amazon Rewards CC","Unplanned",""
"1/13/2015","Ranch","99 RANCH #1772","5.49","debit","Groceries","Chase Amazon Rewards CC","",""
"1/12/2015","Chase Autopayppd Id","CHASE            AUTOPAYPPD ID: 4760039224","25.00","debit","Credit card","Chase Checking","",""
"1/12/2015","Transfer to BankAmericard Platinum Plus Visa","BK OF AMER VI/MC ONLINE PMT CKF287593498POS WEB ID: 9500000000","25.00","debit","Credit card","Chase Checking","",""
"1/12/2015","Transfer from Chase Checking","BA ELECTRONIC PAYMENT","25.00","credit","Credit Card Payment","BankAmericard Platinum Plus Visa","",""
"1/12/2015","Huong Lan Sandwiches","HUONG LAN SANDWICHES 4 &","8.69","debit","Fast Food","Chase Amazon Rewards CC","",""
"1/11/2015","Ocha Tea Cafe","OCHA TEA CAFE & RESTAURAN","8.00","debit","Coffee Shops","Chase Amazon Rewards CC","",""
"1/11/2015","Boba - Lattea","CAFE LATTEA","21.34","debit","Coffee Shops","Chase Amazon Rewards CC","",""
"1/11/2015","Ranch","99 RANCH #1772","16.03","debit","Groceries","Chase Amazon Rewards CC","",""
"1/11/2015","Shell","SHELL OIL 57444213706","20.00","debit","Gas & Fuel","Chase Amazon Rewards CC","",""
"1/11/2015","Transfer from Chase Checking","AUTOMATIC PAYMENT - THANK","25.00","credit","Credit Card Payment","Chase Amazon Rewards CC","",""
"1/11/2015","Parking in SF","CCSF MTA IPS PRKNG METER","2.42","debit","Unplanned","Chase Amazon Rewards CC","Unplanned",""
"1/09/2015","Transfer from Chase Checking","AUTOMATIC PAYMENT - THANK","776.50","credit","Credit Card Payment","Chase freedom CC","",""
"1/09/2015","Transfer to Chase freedom CC","CHASE            AUTOPAYPPD ID: 4760039224","776.50","debit","Credit card","Chase Checking","",""
"1/08/2015","Pho Avenue","PHO AVENUE","19.45","debit","Restaurants","Chase Amazon Rewards CC","",""
"1/08/2015","Comcast","COMCAST CALIFORNIA","34.99","debit","Internet","Chase Amazon Rewards CC","",""
"1/08/2015","Pencil for Tiffany - 1year anniversary gift","Amazon.com","69.54","debit","Unplanned","Chase Amazon Rewards CC","Unplanned",""
"1/08/2015","Interest Charge","PURCHASE INTEREST CHARGE","0.48","debit","Unplanned","Chase Southwest CC","Unplanned",""
"1/08/2015","Banana Br Epay","Banana Visa      BR EPAY    785682436       WEB ID: 9130142001","293.22","debit","Credit card","Chase Checking","",""
"1/08/2015","Acorns Investmen Web","Acorns Investmen WEB PMTS   YCB9P2          WEB ID: 9000142693","5.23","debit","Investment","Chase Checking","",""
"1/07/2015","Acorns Investmen Web","Acorns Investmen WEB PMTS   4QB5P2          WEB ID: 9000142693","5.00","debit","Investment","Chase Checking","",""
"1/07/2015","Solano","CHECK 198","2045.00","debit","Mortgage & Rent","Chase Checking","",""
"1/07/2015","Chuyen tien cho Me","CHECK 10615","508.00","debit","Send to family","Chase Checking","",""
"1/06/2015","Chase Autopayppd Id","CHASE            AUTOPAYPPD ID: 4760039224","26.00","debit","Credit card","Chase Checking","",""
"1/06/2015","Shell","SHELL OIL 57444213706","12.08","debit","Gas & Fuel","Chase Amazon Rewards CC","",""
"1/06/2015","Loot Crate","LOOT CRATE INC.","21.11","debit","Unplanned","Chase Amazon Rewards CC","Reimbursable Unplanned",""
"1/05/2015","Tiffany's rent","VENMO            CASHOUT    40101083        CCD ID: 1264681992","900.00","credit","Mortgage & Rent","Chase Checking","",""
"1/05/2015","Tiffany pays back BR","VENMO            CASHOUT    40101083        CCD ID: 1264681992","233.00","credit","Reimbursement","Chase Checking","Unplanned",""
"1/05/2015","Sydney Beauty Salon","SYDNEY BEAUTY SALON","22.00","debit","Unplanned","Chase Amazon Rewards CC","","Hair cut"
"1/05/2015","Pregnancy test","Amazon.com","13.41","debit","Unplanned","Chase Amazon Rewards CC","",""
"1/05/2015","Transfer from Chase Checking","AUTOMATIC PAYMENT - THANK","26.00","credit","Credit Card Payment","Chase Southwest CC","",""
"1/05/2015","Neck tractor device","PAYPAL           INST XFER  FXTRDNSK        WEB ID: PAYPALSI77","77.70","debit","Unplanned","Chase Checking","",""
"1/05/2015","Betterment Transfer A","BETTERMENT       TRANSFER   A1998836        WEB ID: 1743132639","138.47","debit","Investment","Chase Checking","",""
"1/02/2015","Transfer from Chase Checking","AUTOMATIC PAYMENT - THANK","25.00","credit","Credit Card Payment","Chase Slate","",""
"1/02/2015","Uber.com","UBER TECHNOLOGIES INC","5.83","debit","Unplanned","Chase Amazon Rewards CC","",""
"1/02/2015","Transfer to Chase Slate","CHASE            AUTOPAYPPD ID: 4760039224","25.00","debit","Credit card","Chase Checking","",""
"1/02/2015","Paypal Transferppd Id","PAYPAL           TRANSFERPPD ID: PAYPALSD11","112.15","credit","From Anh Nai","Chase Checking","",""
"1/02/2015","Chuyen tien cho aNai","VENMO            PAYMENT    39534814        CCD ID: 2264681992","1000.00","debit","Send to family","Chase Checking","",""
"1/02/2015","Kim Son Rstr","KIM SON RSTR - BELLAIRE HOUSTONTX           12/31","64.79","debit","Restaurants","Chase Checking","",""
"1/02/2015","Acorns Investmen Web","Acorns Investmen WEB PMTS   D6BHN2          WEB ID: 9000142693","32.64","debit","Investment","Chase Checking","",""
"1/02/2015","Conservice","CONSERVICE       AEFT0115APPD ID: 2870660875","67.60","debit","Water/Sewer/Garbage","Chase Checking","",""
"12/31/2014","Acorns Investmen Web","Acorns Investmen WEB PMTS   ZZRDN2          WEB ID: 9000142693","5.98","debit","Investments","Chase Checking","",""
"12/31/2014","NASA gifts","SPACE TRADER H21616503 HOUSTON TX            12/30","18.48","debit","Gift","Chase Checking","",""
"12/31/2014","NASA tickets","SPACE CENTER HOUSTON HOUSTON TX12/30","74.85","debit","Entertainment","Chase Checking","",""
"12/31/2014","Linkedin Corpora Direct","LINKEDIN CORPORA DIRECT DEPPPD ID: 9111111102","2817.59","credit","Paycheck","Chase Checking","",""
"12/30/2014","Bmwfinancial Svs Bmwfs","BMWFINANCIAL SVS BMWFS PYMTPPD ID: 1222568977","619.45","debit","Auto Payment","Chase Checking","",""
"12/29/2014","Gas + Elec","PGANDE           WEB ONLINE 25051781120814  WEB ID: 5940742640","31.21","debit","Utilities","Chase Checking","",""
"12/29/2014","Betterment Transfer A","BETTERMENT       TRANSFER   A1966774        WEB ID: 1743132639","30.00","debit","Investment","Chase Checking","",""
"12/29/2014","Acorns Investmen Web","Acorns Investmen WEB PMTS   0K95N2          WEB ID: 9000142693","5.78","debit","Investment","Chase Checking","",""
"12/28/2014","Fandango","FANDANGO.COM","40.00","debit","Movies & DVDs","Chase Amazon Rewards CC","","Movies with cousins"
"12/28/2014","T-Mobile","T-MOBILE.COM*PAYMENT","227.97","debit","Mobile Phone","Chase Amazon Rewards CC","",""
"12/28/2014","Fandango","FANDANGO.COM","5.92","debit","Movies & DVDs","Chase Amazon Rewards CC","","Movies with cousins"
"12/28/2014","Universal Web","UNIVERSAL WEB 40000010","650.93","debit","Entertainment","Chase Amazon Rewards CC","","Universal studio tickets for 7"
"12/28/2014","AMC","AMC ORANGE 30 #0437","20.97","debit","Movies & DVDs","Chase Amazon Rewards CC","","Movies with cousins"
"12/28/2014","Geico","GEICO  *AUTO","140.42","debit","Auto Insurance","Chase Amazon Rewards CC","",""
"12/28/2014","76","76 00451765","20.03","debit","Gas & Fuel","Chase Amazon Rewards CC","",""
"12/27/2014","Suse + tintin tickets","Suse + tintin tickets","180.00","credit","Entertainment","Cash","",""
"12/26/2014","Stamps.com","STAMPS.COM","15.99","debit","Shipping","Chase Amazon Rewards CC","",""
"12/26/2014","Shell","SHELL OIL 57444185102","39.42","debit","Gas & Fuel","Chase Amazon Rewards CC","",""
"12/26/2014","Betterment Transfer A","BETTERMENT       TRANSFER   A1956373        WEB ID: 1743132639","30.00","debit","Investment","Chase Checking","",""
"12/26/2014","JPMORGAN TR II LIQUID ASSETS MONEY MKT FD ETRADE CL MONTHLY ...","JPMORGAN TR II LIQUID ASSETS MONEY MKT FD ETRADE CL MONTHLY ...","0.02","credit","Investment","Individual Brokerage","",""
"12/25/2014","Uber","UBER","22.41","debit","Rental Car & Taxi","Chase Amazon Rewards CC","","Uber to airport"
"12/25/2014","East West Bookshop","EAST WEST BOOKSHOP","21.70","debit","Gift","Chase Amazon Rewards CC","","Eye pillow for ba ngoai Suse"
